Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Division,Category
RARB,-0.520025995,0.049286996,-1.9178265369999998,0.058879464000000006,0.101517734,-5.337695212,NA,NA
RARG,0.431150219,0.077398498,2.423805296,0.017729972,0.040034316,-4.297230103,NA,NA
RARRES1,-4.288027538,0.656033843,-7.028544847999999,7.67e-10,3.0499999999999995e-08,11.99292039,NA,NA
RARRES2,0.272184651,-0.119519838,0.535177417,0.59408531,0.65956381,-7.002022886000001,NA,NA
RARRES3,-1.282738928,0.008794391,-2.578204876,0.011859755,0.029350217999999997,-3.938085384,NA,NA
RARS,-0.310518153,-0.068005092,-0.8785249190000001,0.382420228,0.45998483799999995,-6.759333852,NA,NA
RARS2,0.349634381,0.093362029,3.3866674110000003,0.0011215510000000001,0.005001402,-1.76903039,NA,NA
RASA1,-1.897229185,0.271510422,-4.847766058,6.44e-06,8.52e-05,3.15804585,NA,NA
RASA2,0.015038857,0.061203409,0.085830667,0.93182611,0.945829892,-7.142245421,NA,NA
RASA3,0.5658517279999999,0.159963681,2.50103818,0.014529147,0.034364256,-4.119929165,NA,NA
RASA4B///RASA4CP///RASA4,0.186926053,0.05569885,1.179954722,0.24168809300000002,0.315840456,-6.451330884,NA,NA
RASAL1,0.564206939,0.022626128,4.393672002,3.5499999999999996e-05,0.00034516699999999996,1.511009456,NA,NA
RASAL2,-0.343488379,0.127789832,-1.213263831,0.228775805,0.302057466,-6.411940477000001,NA,NA
RASAL3,0.464531386,0.077340307,2.5899784880000003,0.011493965,0.028670583,-3.90993264,NA,NA
RASD1,1.8531996380000002,0.188878241,5.24482355,1.36e-06,2.2800000000000002e-05,4.666891804,NA,NA
RASD2,0.30030742,0.043032604,1.910941314,0.059772694,0.10265159800000001,-5.350355185,NA,NA
RASEF,-2.757408818,0.407327824,-6.243195618,2.23e-08,6.24e-07,8.680738457999999,NA,NA
RASGEF1A,0.83312575,0.274534474,1.5912833080000002,0.11568540000000001,0.173633588,-5.8919053,NA,NA
RASGEF1B,0.124279711,0.002677971,1.36336534,0.17678131100000002,0.244873302,-6.221406581,NA,NA
RASGEF1C,0.325567284,0.041995202999999995,2.579244919,0.011827023,0.029305116000000003,-3.9356027910000004,NA,NA
RASGRF1,0.42266152,0.074181624,2.636766577,0.010139111,0.026121876000000002,-3.7969958439999996,NA,NA
RASGRF2,1.839703661,0.514536599,3.761205581,0.000329837,0.001975557,-0.616162865,NA,NA
RASGRP1,-0.7672921979999999,0.056758404000000005,-1.768631123,0.08095665099999999,0.1306513,-5.6027020620000005,NA,NA
RASGRP2,0.9162821440000001,0.19745284100000002,3.402714235,0.001065958,0.0048212179999999995,-1.721425954,NA,NA
RASGRP3,0.724915706,0.17131051100000003,2.6306590130000003,0.010307336,0.026447957,-3.811833876,NA,NA
RASGRP4,0.645187384,0.111986425,3.8450725930000003,0.000248212,0.00158331,-0.3465321,NA,NA
RASIP1,0.27580413800000003,0.08461171,2.33521703,0.022165587999999996,0.047453563,-4.494720512,NA,NA
RASL10A,0.7129786370000001,-0.025405202999999998,3.844274965,0.000248888,0.001586499,-0.349115391,NA,NA
RASL10B,0.493891331,0.235539597,2.8433959989999997,0.005726679,0.017001007,-3.2783732860000003,NA,NA
