Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
SEMA5B,-0.420694691,-0.006575645,-3.738925964,0.00035549800000000004,0.0009516339999999999,-0.704843914
SEMA6A,0.539664254,0.410054794,3.7842848719999997,0.000305124,0.0008300889999999999,-0.560061915
SEMA6C,-0.61486421,0.058764874,-4.597208183999999,1.67e-05,6.0299999999999995e-05,2.221127548
SEMA7A,0.623967875,0.145040702,6.195686041,2.73e-08,1.8600000000000002e-07,8.469091941
SERPINA10,0.26431370000000004,0.178658275,2.528639198,0.013517851,0.024752161,-4.07404518
SERPINA12,-0.318232106,-0.075985258,-4.184919748,7.57e-05,0.000236512,0.768514812
SERPINA4,-0.382328327,0.020446591,-3.6128171460000003,0.000540575,0.001392548,-1.1010012009999999
SERPINA7,-0.276880015,0.030540594,-3.5162185160000003,0.000740898,0.001847417,-1.397953504
SERPINA9,-0.753053766,-0.142666868,-6.164192899,3.12e-08,2.0899999999999998e-07,8.338887079
SERPINB1,0.403103439,0.115593843,3.7553380610000002,0.000336418,0.000906347,-0.6525959020000001
SERPINB10,-0.433982075,-0.079899175,-5.16111687,1.9e-06,8.49e-06,4.327727653999999
SERPINB11,-0.261700079,0.021780152,-3.733040874,0.000362587,0.0009687439999999999,-0.723540801
SERPINB12,-0.49843892799999995,0.024660426000000003,-6.514799738,7.03e-09,5.47e-08,9.799907724
SERPINB3,-0.21545636899999998,0.020484047,-2.889019096,0.005029163,0.010260100999999999,-3.1779833789999996
SERPINB5,-0.719748688,0.10958577,-4.410634672,3.34e-05,0.00011292700000000001,1.55376991
SERPINB7,-0.248100664,0.000811435,-2.966203672,0.004024884,0.00843347,-2.973537191
SERPINB8,-1.96982309,0.320977113,-15.56321539,2.26e-25,2.1799999999999997e-22,47.32539798
SERPIND1,-0.30574477899999997,0.003437517,-3.890850204,0.00021221,0.000597279,-0.21526983100000002
SERPINE1,3.102424301,0.832133137,11.30703766,5.7299999999999996e-18,4.12e-16,30.48090388
SERPINF1,3.711188535,0.7471634,12.10537101,1.98e-19,2.22e-17,33.80954132
SERPINF2,0.40377008200000003,0.10558619400000001,4.1890255,7.46e-05,0.00023329400000000002,0.7825723090000001
SERPING1,2.157994629,0.059315331,9.083894063999999,9.01e-14,2.0899999999999998e-12,20.91546152
SERPINH1,1.5517117480000002,0.196212075,5.377551765,7.990000000000001e-07,3.88e-06,5.167813314
SERPINI1,1.317902327,0.063165555,5.050397316000001,2.93e-06,1.26e-05,3.904327064
SERPINI2,-0.80465814,0.161248846,-5.021257434,3.28e-06,1.39e-05,3.793644557
SFRP1,2.115911895,0.763179632,6.6938859079999995,3.2600000000000003e-09,2.74e-08,10.555001400000002
SFRP2,2.215522395,0.871578361,5.44808392,6.01e-07,3.01e-06,5.444937003
SFRP4,5.201306043,0.6684264639999999,12.66171727,1.9900000000000002e-20,3.27e-18,36.08636033
