"CNumber","Kinase","Inhibition","Standard Deviation","Screen Conc"
"5","IKK beta ","89","2","0.10"
"5","PIM1","15","2","0.10"
"5","PIM2","15","2","0.10"
"5","PIM3","13","1","0.10"
"5","SRPK1","91","2","0.10"
"5","MST2","29","0","0.10"
"5","EF2K","94","8","0.10"
"5","HIPK2","24","3","0.10"
"5","HIPK3","71","2","0.10"
"5","PAK4","90","6","0.10"
"5","PAK5","96","1","0.10"
"5","PAK6","87","3","0.10"
"5","Src","86","5","0.10"
"5","Lck","97","3","0.10"
"5","CSK","93","7","0.10"
"6","MKK1","27","10","50.00"
"6","ERK1","102","3","50.00"
"6","ERK2","74","2","50.00"
"6","JNK1","102","3","50.00"
"6","JNK2","89","10","50.00"
"6","JNK3","70","4","50.00"
"6","p38 alpha MAPK","122","12","50.00"
"6","p38 beta MAPK","84","4","50.00"
"6","p38 gamma MAPK","80","6","50.00"
"6","p38 delta MAPK","116","12","50.00"
"6","ERK8","36","4","50.00"
"6","RSK1","9","0","50.00"
"6","RSK2","27","7","50.00"
"6","PDK1","81","0","50.00"
"6","PKB alpha ","62","1","50.00"
"6","PKB beta ","37","5","50.00"
"6","SGK1","54","1","50.00"
"6","S6K1","66","5","50.00"
"6","PKA","41","10","50.00"
"6","ROCK 2","49","7","50.00"
"6","PRK2","85","9","50.00"
"6","PKC alpha ","60","0","50.00"
"6","PKC zeta ","67","6","50.00"
"6","PKD1","25","12","50.00"
"6","MSK1","39","4","50.00"
"6","MNK1","66","4","50.00"
"6","MNK2","80","4","50.00"
"6","MAPKAP-K2 ","32","2","50.00"
"6","MAPKAP-K3","48","1","50.00"
"6","PRAK","25","1","50.00"
"6","CAMKK beta ","48","9","50.00"
"6","CAMK1","45","0","50.00"
"6","SmMLCK","39","12","50.00"
"6","PHK","65","3","50.00"
"6","CHK1","98","4","50.00"
"6","CHK2","52","4","50.00"
"6","GSK3 beta ","17","4","50.00"
"6","CDK2-Cyclin A","84","6","50.00"
"6","PLK1","28","1","50.00"
"6","Aurora B","25","2","50.00"
"6","Aurora C","30","4","50.00"
"6","AMPK","67","3","50.00"
"6","MARK3","87","4","50.00"
"6","BRSK2","63","4","50.00"
"6","MELK","64","5","50.00"
"6","CK1 delta ","60","6","50.00"
"6","CK2","95","0","50.00"
"6","DYRK1A","60","10","50.00"
"6","DYRK2","84","0","50.00"
"6","DYRK3","47","4","50.00"
"6","NEK2a","52","9","50.00"
"6","NEK6","94","8","50.00"
"6","NEK7","102","4","50.00"
"6","IKK beta ","60","0","50.00"
"6","PIM1","5","0","50.00"
"6","PIM2","17","0","50.00"
"6","PIM3","5","0","50.00"
"6","SRPK1","42","8","50.00"
"6","MST2","36","0","50.00"
"6","EF2K","73","3","50.00"
"6","HIPK2","58","2","50.00"
"6","HIPK3","52","2","50.00"
"6","PAK4","38","0","50.00"
"6","PAK5","50","6","50.00"
"6","PAK6","92","11","50.00"
"6","Src","65","13","50.00"
"6","Lck","58","4","50.00"
"6","CSK","46","1","50.00"
"6","FGF-R1","95","11","50.00"
"6","IRR","90","4","50.00"
"6","EPH-A2","64","6","50.00"
"6","MST4","57","3","50.00"
"6","SYK","36","3","50.00"
"6","YES1","13","2","50.00"
"6","IKK epsilon ","47","1","50.00"
"6","TBK1","55","4","50.00"
"6","MKK1","79","1","10.00"
"6","MKK2","74","3","10.00"
"6","MKK6","85","15","10.00"
"6","ERK1","83","3","10.00"
"6","ERK2","103","8","10.00"
"6","JNK1","99","5","10.00"
"6","JNK2","94","1","10.00"
"6","JNK3","75","3","10.00"
"6","p38 alpha MAPK","97","2","10.00"
"6","p38 beta MAPK","89","2","10.00"
"6","p38 gamma MAPK","95","3","10.00"
"6","p38 delta MAPK","107","7","10.00"
"6","ERK8","81","3","10.00"
"6","RSK1","80","7","10.00"
"6","RSK2","74","4","10.00"
"6","PDK1","93","3","10.00"
"6","PKB alpha ","94","0","10.00"
"6","PKB beta ","56","5","10.00"
"6","SGK1","103","1","10.00"
"6","S6K1","78","1","10.00"
"6","PKA","89","1","10.00"
"6","ROCK 2","91","2","10.00"
"6","PRK2","85","8","10.00"
"6","PKC alpha ","94","6","10.00"
"6","PKC zeta ","96","7","10.00"
"6","PKD1","62","6","10.00"
"6","MSK1","69","3","10.00"
"6","MNK1","104","2","10.00"
"6","MNK2","102","3","10.00"
"6","MAPKAP-K2 ","77","1","10.00"
"6","MAPKAP-K3","57","1","10.00"
"6","PRAK","52","4","10.00"
"6","CAMKK beta ","87","5","10.00"
"6","CAMK1","68","3","10.00"
"6","SmMLCK","76","2","10.00"
"6","PHK","96","0","10.00"
"6","DAPK1","107","1","10.00"
"6","CHK1","69","2","10.00"
"6","CHK2","79","4","10.00"
"6","GSK3 beta ","80","1","10.00"
"6","CDK2-Cyclin A","100","3","10.00"
"6","PLK1","88","1","10.00"
"6","Aurora A","93","7","10.00"
"6","Aurora B","53","0","10.00"
"6","LKB1","86","3","10.00"
"6","AMPK","135","15","10.00"
"6","MARK1","59","3","10.00"
"6","MARK2","64","4","10.00"
"6","MARK3","78","4","10.00"
"6","MARK4","92","6","10.00"
"6","BRSK1","76","5","10.00"
"6","BRSK2","64","4","10.00"
"6","MELK","46","1","10.00"
"6","NUAK1","61","7","10.00"
"6","CK1 delta ","88","5","10.00"
"6","CK2","110","5","10.00"
"6","DYRK1A","75","3","10.00"
"6","DYRK2","63","0","10.00"
"6","DYRK3","54","6","10.00"
"6","NEK2a","73","1","10.00"
"6","NEK6","104","6","10.00"
"6","IKK beta ","86","0","10.00"
"6","IKK epsilon ","69","4","10.00"
"6","TBK1","67","8","10.00"
"6","PIM1","26","2","10.00"
"6","PIM2","71","5","10.00"
"6","PIM3","18","1","10.00"
"6","SRPK1","107","0","10.00"
"6","EF2K","89","4","10.00"
"6","HIPK1","74","7","10.00"
"6","HIPK2","99","6","10.00"
"6","HIPK3","97","1","10.00"
"6","CLK2","81","2","10.00"
"6","PAK2","94","2","10.00"
"6","PAK4","52","8","10.00"
"6","PAK5","58","2","10.00"
"6","PAK6","69","3","10.00"
"6","MST2","60","10","10.00"
"6","MST4","74","5","10.00"
"6","GCK","76","5","10.00"
"6","MINK1","65","6","10.00"
"6","MEKK1","26","5","10.00"
"6","MLK1","59","4","10.00"
"6","MLK3","43","6","10.00"
"6","TAO1","83","4","10.00"
"6","ASK1","140","5","10.00"
"6","TAK1","83","3","10.00"
"6","IRAK4","82","4","10.00"
"6","RIPK2","110","4","10.00"
"6","TTK","76","2","10.00"
"6","Src","44","5","10.00"
"6","Lck","88","5","10.00"
"6","CSK","79","2","10.00"
"6","YES1","96","7","10.00"
"6","BTK","52","5","10.00"
"6","JAK2","83","6","10.00"
"6","SYK","106","0","10.00"
"6","EPH-A2","82","7","10.00"
"6","EPH-A4","93","1","10.00"
"6","EPH-B1","110","6","10.00"
"6","EPH-B2","93","5","10.00"
"6","EPH-B3","81","11","10.00"
"6","EPH-B4","82","8","10.00"
"6","FGF-R1","109","11","10.00"
"6","HER4","33","7","10.00"
"6","IGF-1R","94","8","10.00"
"6","IR","103","1","10.00"
"6","IRR","88","5","10.00"
"6","TrkA","69","2","10.00"
"6","VEGFR1","65","4","10.00"
"6","MKK1","29","3","100.00"
"6","MKK2","19","0","100.00"
"6","MKK6","84","10","100.00"
"6","ERK1","63","11","100.00"
"6","ERK2","49","10","100.00"
"6","JNK1","93","8","100.00"
"6","JNK2","88","1","100.00"
"6","JNK3","62","11","100.00"
"6","p38 alpha MAPK","90","5","100.00"
"6","p38 beta MAPK","77","3","100.00"
"6","p38 gamma MAPK","83","6","100.00"
"6","p38 delta MAPK","124","10","100.00"
"6","ERK8","24","4","100.00"
"6","RSK1","12","5","100.00"
"6","RSK2","13","2","100.00"
"6","PDK1","90","2","100.00"
"6","PKB alpha ","78","2","100.00"
"6","PKB beta ","11","2","100.00"
"6","SGK1","48","1","100.00"
"6","S6K1","38","1","100.00"
"6","PKA","95","10","100.00"
"6","ROCK 2","75","5","100.00"
"6","PRK2","59","2","100.00"
"6","PKC alpha ","90","11","100.00"
"6","PKC zeta ","28","6","100.00"
"6","PKD1","24","1","100.00"
"6","MSK1","42","7","100.00"
"6","MNK1","93","5","100.00"
"6","MNK2","86","1","100.00"
"6","MAPKAP-K2 ","30","4","100.00"
"6","MAPKAP-K3","8","3","100.00"
"6","PRAK","15","4","100.00"
"6","CAMKK beta ","78","4","100.00"
"6","CAMK1","7","1","100.00"
"6","SmMLCK","20","0","100.00"
"6","PHK","73","1","100.00"
"6","DAPK1","83","5","100.00"
"6","CHK1","43","3","100.00"
"6","CHK2","33","3","100.00"
"6","GSK3 beta ","46","6","100.00"
"6","CDK2-Cyclin A","121","0","100.00"
"6","PLK1","25","2","100.00"
"6","Aurora A","64","4","100.00"
"6","Aurora B","22","2","100.00"
"6","LKB1","65","6","100.00"
"6","AMPK","62","5","100.00"
"6","MARK1","68","6","100.00"
"6","MARK2","49","2","100.00"
"6","MARK3","38","4","100.00"
"6","MARK4","45","4","100.00"
"6","BRSK1","51","4","100.00"
"6","BRSK2","28","1","100.00"
"6","MELK","21","0","100.00"
"6","NUAK1","10","0","100.00"
"6","CK1 delta ","88","4","100.00"
"6","CK2","86","5","100.00"
"6","DYRK1A","26","3","100.00"
"6","DYRK2","33","2","100.00"
"6","DYRK3","6","1","100.00"
"6","NEK2a","19","0","100.00"
"6","NEK6","137","5","100.00"
"6","IKK beta ","39","3","100.00"
"6","IKK epsilon ","12","0","100.00"
"6","TBK1","29","2","100.00"
"6","PIM1","7","1","100.00"
"6","PIM2","18","1","100.00"
"6","PIM3","7","2","100.00"
"6","SRPK1","35","1","100.00"
"6","EF2K","64","5","100.00"
"6","HIPK1","35","2","100.00"
"6","HIPK2","19","3","100.00"
"6","HIPK3","43","6","100.00"
"6","CLK2","30","4","100.00"
"6","PAK2","63","8","100.00"
"6","PAK4","41","2","100.00"
"6","PAK5","39","1","100.00"
"6","PAK6","82","8","100.00"
"6","MST2","20","0","100.00"
"6","MST4","14","0","100.00"
"6","GCK","14","2","100.00"
"6","MINK1","5","0","100.00"
"6","MEKK1","7","0","100.00"
"6","MLK1","18","2","100.00"
"6","MLK3","4","1","100.00"
"6","TAO1","18","1","100.00"
"6","ASK1","250","7","100.00"
"6","TAK1","72","8","100.00"
"6","IRAK4","34","3","100.00"
"6","RIPK2","139","3","100.00"
"6","TTK","48","1","100.00"
"6","Src","10","1","100.00"
"6","Lck","58","5","100.00"
"6","CSK","82","10","100.00"
"6","YES1","16","0","100.00"
"6","BTK","10","1","100.00"
"6","JAK2","32","1","100.00"
"6","SYK","42","10","100.00"
"6","EPH-A2","40","5","100.00"
"6","EPH-A4","64","4","100.00"
"6","EPH-B1","97","4","100.00"
"6","EPH-B2","13","2","100.00"
"6","EPH-B3","55","4","100.00"
"6","EPH-B4","49","4","100.00"
"6","FGF-R1","50","8","100.00"
"6","HER4","8","4","100.00"
"6","IGF-1R","65","5","100.00"
"6","IR","69","9","100.00"
"6","IRR","51","6","100.00"
"6","TrkA","28","4","100.00"
"6","VEGFR1","11","2","100.00"
"162","MKK1","111","20","0.10"
"162","ERK1","105","15","0.10"
"162","ERK2","104","11","0.10"
"162","JNK1","111","3","0.10"
"162","JNK2","105","6","0.10"
"162","JNK3","119","3","0.10"
"162","p38 alpha MAPK","56","1","0.10"
"162","p38 beta MAPK","89","15","0.10"
"162","p38 gamma MAPK","102","13","0.10"
"162","p38 delta MAPK","91","20","0.10"
"162","ERK8","108","16","0.10"
"162","RSK1","110","6","0.10"
"162","RSK2","126","3","0.10"
"162","PDK1","103","8","0.10"
"162","PKB alpha ","102","5","0.10"
"162","PKB beta ","108","3","0.10"
"162","SGK1","107","1","0.10"
"162","S6K1","108","2","0.10"
"162","PKA","109","2","0.10"
"162","ROCK 2","96","2","0.10"
"162","PRK2","105","12","0.10"
"162","PKC alpha ","97","5","0.10"
"162","PKC zeta ","98","0","0.10"
"162","PKD1","80","1","0.10"
"162","MSK1","110","6","0.10"
"162","MNK1","103","1","0.10"
"162","MNK2","81","5","0.10"
"162","MAPKAP-K2 ","117","3","0.10"
"162","MAPKAP-K3","107","3","0.10"
"162","PRAK","113","7","0.10"
"162","CAMKK beta ","100","10","0.10"
"162","CAMK1","103","18","0.10"
"162","SmMLCK","104","8","0.10"
"162","PHK","100","11","0.10"
"162","DAPK1","94","3","0.10"
"162","CHK1","107","10","0.10"
"162","CHK2","115","10","0.10"
"162","GSK3 beta ","99","1","0.10"
"162","CDK2-Cyclin A","93","4","0.10"
"162","PLK1","99","11","0.10"
"162","Aurora A","120","7","0.10"
"162","Aurora B","98","5","0.10"
"162","LKB1","101","5","0.10"
"162","AMPK","99","3","0.10"
"162","MARK1","107","3","0.10"
"162","MARK2","121","8","0.10"
"162","MARK3","101","4","0.10"
"162","MARK4","98","2","0.10"
"162","BRSK1","110","12","0.10"
"162","BRSK2","117","6","0.10"
"162","MELK","111","2","0.10"
"162","NUAK1","96","10","0.10"
"162","CK1 delta ","90","8","0.10"
"162","CK2","102","0","0.10"
"162","DYRK1A","109","11","0.10"
"162","DYRK2","100","0","0.10"
"162","DYRK3","102","8","0.10"
"162","NEK2a","109","8","0.10"
"162","NEK6","107","3","0.10"
"162","IKK beta ","107","1","0.10"
"162","IKK epsilon ","112","5","0.10"
"162","TBK1","102","7","0.10"
"162","PIM1","105","3","0.10"
"162","PIM2","97","4","0.10"
"162","PIM3","91","4","0.10"
"162","SRPK1","101","7","0.10"
"162","EF2K","102","4","0.10"
"162","HIPK1","96","4","0.10"
"162","HIPK2","104","8","0.10"
"162","HIPK3","105","8","0.10"
"162","CLK2","106","10","0.10"
"162","PAK2","111","17","0.10"
"162","PAK4","89","6","0.10"
"162","PAK5","107","2","0.10"
"162","PAK6","111","12","0.10"
"162","MST2","107","0","0.10"
"162","MST4","95","2","0.10"
"162","GCK","98","3","0.10"
"162","MINK1","66","2","0.10"
"162","MEKK1","130","15","0.10"
"162","MLK1","96","7","0.10"
"162","MLK3","104","2","0.10"
"162","TAK1","99","9","0.10"
"162","IRAK4","101","3","0.10"
"162","RIPK2","26","6","0.10"
"162","TTK","113","0","0.10"
"162","Src","102","1","0.10"
"162","Lck","105","7","0.10"
"162","CSK","97","2","0.10"
"162","YES1","106","4","0.10"
"162","BTK","110","5","0.10"
"162","JAK2","107","18","0.10"
"162","SYK","109","10","0.10"
"162","EPH-A2","105","5","0.10"
"162","EPH-A4","108","1","0.10"
"162","EPH-B2","113","2","0.10"
"162","EPH-B3","112","6","0.10"
"162","EPH-B4","93","2","0.10"
"162","FGF-R1","64","3","0.10"
"162","HER4","104","1","0.10"
"162","IGF-1R","97","5","0.10"
"162","IR","108","7","0.10"
"162","IRR","98","5","0.10"
"162","TrkA","118","2","0.10"
"162","VEGFR1","27","0","0.10"
"162","MKK1","98","1","1.00"
"162","ERK1","100","5","1.00"
"162","ERK2","94","2","1.00"
"162","JNK1","101","4","1.00"
"162","JNK2","90","7","1.00"
"162","JNK3","99","7","1.00"
"162","p38 alpha MAPK","16","1","1.00"
"162","p38 beta MAPK","61","7","1.00"
"162","p38 gamma MAPK","88","8","1.00"
"162","p38 delta MAPK","94","4","1.00"
"162","ERK8","93","4","1.00"
"162","RSK1","95","2","1.00"
"162","RSK2","109","8","1.00"
"162","PDK1","88","0","1.00"
"162","PKB alpha ","106","9","1.00"
"162","PKB beta ","96","5","1.00"
"162","SGK1","103","14","1.00"
"162","S6K1","105","13","1.00"
"162","PKA","99","5","1.00"
"162","ROCK 2","104","2","1.00"
"162","PRK2","91","3","1.00"
"162","PKC alpha ","102","7","1.00"
"162","PKC zeta ","100","3","1.00"
"162","PKD1","32","9","1.00"
"162","MSK1","101","0","1.00"
"162","MNK1","93","1","1.00"
"162","MNK2","91","2","1.00"
"162","MAPKAP-K2 ","108","2","1.00"
"162","MAPKAP-K3","97","4","1.00"
"162","PRAK","99","16","1.00"
"162","CAMKK beta ","104","2","1.00"
"162","CAMK1","107","13","1.00"
"162","SmMLCK","89","1","1.00"
"162","PHK","112","4","1.00"
"162","DAPK1","90","2","1.00"
"162","CHK1","105","3","1.00"
"162","CHK2","110","6","1.00"
"162","GSK3 beta ","79","4","1.00"
"162","CDK2-Cyclin A","102","11","1.00"
"162","PLK1","106","7","1.00"
"162","Aurora A","107","3","1.00"
"162","Aurora B","102","1","1.00"
"162","LKB1","99","11","1.00"
"162","AMPK","82","4","1.00"
"162","MARK1","113","7","1.00"
"162","MARK2","110","9","1.00"
"162","MARK3","98","7","1.00"
"162","MARK4","87","2","1.00"
"162","BRSK1","95","7","1.00"
"162","BRSK2","92","14","1.00"
"162","MELK","105","3","1.00"
"162","NUAK1","84","4","1.00"
"162","CK1 delta ","46","5","1.00"
"162","CK2","104","11","1.00"
"162","DYRK1A","104","1","1.00"
"162","DYRK2","95","7","1.00"
"162","DYRK3","93","4","1.00"
"162","NEK2a","92","3","1.00"
"162","NEK6","100","5","1.00"
"162","IKK beta ","100","12","1.00"
"162","IKK epsilon ","106","0","1.00"
"162","TBK1","106","1","1.00"
"162","PIM1","97","4","1.00"
"162","PIM2","94","3","1.00"
"162","PIM3","117","11","1.00"
"162","SRPK1","84","1","1.00"
"162","EF2K","100","3","1.00"
"162","HIPK1","98","11","1.00"
"162","HIPK2","95","12","1.00"
"162","HIPK3","99","1","1.00"
"162","CLK2","98","0","1.00"
"162","PAK2","101","12","1.00"
"162","PAK4","93","4","1.00"
"162","PAK5","102","4","1.00"
"162","PAK6","113","19","1.00"
"162","MST2","100","6","1.00"
"162","MST4","99","1","1.00"
"162","GCK","68","7","1.00"
"162","MINK1","13","2","1.00"
"162","MEKK1","111","0","1.00"
"162","MLK1","86","2","1.00"
"162","MLK3","107","4","1.00"
"162","TAK1","81","9","1.00"
"162","IRAK4","99","5","1.00"
"162","RIPK2","9","3","1.00"
"162","TTK","98","6","1.00"
"162","Src","75","1","1.00"
"162","Lck","62","3","1.00"
"162","CSK","93","1","1.00"
"162","YES1","70","5","1.00"
"162","BTK","104","5","1.00"
"162","JAK2","93","4","1.00"
"162","SYK","106","2","1.00"
"162","EPH-A2","92","14","1.00"
"162","EPH-A4","98","3","1.00"
"162","EPH-B2","95","5","1.00"
"162","EPH-B3","104","0","1.00"
"162","EPH-B4","93","19","1.00"
"162","FGF-R1","37","2","1.00"
"162","HER4","82","15","1.00"
"162","IGF-1R","103","11","1.00"
"162","IR","94","6","1.00"
"162","IRR","103","3","1.00"
"162","TrkA","99","11","1.00"
"162","VEGFR1","8","1","1.00"
"144","MKK1","92","10","10.00"
"144","ERK1","101","17","10.00"
"144","ERK2","105","3","10.00"
"144","JNK1","101","11","10.00"
"144","JNK2","113","10","10.00"
"144","p38 alpha MAPK","91","5","10.00"
"144","p38 beta MAPK","95","4","10.00"
"144","p38 gamma MAPK","110","6","10.00"
"144","p38 delta MAPK","102","11","10.00"
"144","ERK8","86","12","10.00"
"144","RSK1","75","2","10.00"
"144","RSK2","97","6","10.00"
"144","PDK1","110","5","10.00"
"144","PKB alpha ","104","2","10.00"
"144","PKB beta ","98","0","10.00"
"144","SGK1","88","3","10.00"
"144","S6K1","106","17","10.00"
"144","PKA","96","5","10.00"
"144","ROCK 2","85","3","10.00"
"144","PRK2","95","9","10.00"
"144","PKC alpha ","103","5","10.00"
"144","PKC zeta ","94","1","10.00"
"144","PKD1","103","9","10.00"
"144","MSK1","102","1","10.00"
"144","MNK1","83","11","10.00"
"144","MNK2","74","0","10.00"
"144","MAPKAP-K2 ","107","11","10.00"
"144","PRAK","88","13","10.00"
"144","CAMKK beta ","88","1","10.00"
"144","CAMK1","104","3","10.00"
"144","SmMLCK","84","26","10.00"
"144","PHK","101","10","10.00"
"144","CHK1","95","0","10.00"
"144","CHK2","93","9","10.00"
"144","GSK3 beta ","113","4","10.00"
"144","CDK2-Cyclin A","91","8","10.00"
"144","PLK1","96","3","10.00"
"144","Aurora B","15","1","10.00"
"144","AMPK","80","1","10.00"
"144","MARK3","103","9","10.00"
"144","BRSK2","99","2","10.00"
"144","MELK","64","6","10.00"
"144","CK1 delta ","54","2","10.00"
"144","CK2","80","2","10.00"
"144","DYRK1A","93","4","10.00"
"144","DYRK2","84","5","10.00"
"144","DYRK3","91","22","10.00"
"144","NEK2a","65","5","10.00"
"144","NEK6","116","27","10.00"
"144","IKK beta ","101","3","10.00"
"144","PIM1","104","8","10.00"
"144","PIM2","108","1","10.00"
"144","PIM3","79","1","10.00"
"144","SRPK1","95","0","10.00"
"144","MST2","79","6","10.00"
"144","EF2K","103","10","10.00"
"144","HIPK2","98","0","10.00"
"144","PAK4","69","1","10.00"
"144","PAK5","74","2","10.00"
"144","PAK6","97","2","10.00"
"144","Src","72","2","10.00"
"144","Lck","82","1","10.00"
"144","CSK","105","0","10.00"
"144","FGF-R1","94","18","10.00"
"144","IRR","75","9","10.00"
"144","EPH-A2","98","14","10.00"
"144","MST4","105","10","10.00"
"144","SYK","100","2","10.00"
"144","YES1","85","7","10.00"
"144","IGF-1R","102","7","10.00"
"144","VEGFR1","50","1","10.00"
"144","BTK","80","10","10.00"
"144","IR","70","7","10.00"
"144","EPH-B3","86","10","10.00"
"144","TBK1","64","4","10.00"
"144","IKK epsilon ","85","2","10.00"
"154","MKK1","52","0","10.00"
"154","ERK1","75","0","10.00"
"154","ERK2","39","6","10.00"
"154","JNK1","105","7","10.00"
"154","JNK2","78","7","10.00"
"154","JNK3","73","8","10.00"
"154","p38 alpha MAPK","12","1","10.00"
"154","p38 beta MAPK","38","0","10.00"
"154","p38 gamma MAPK","105","9","10.00"
"154","p38 delta MAPK","97","6","10.00"
"154","ERK8","61","9","10.00"
"154","RSK1","74","14","10.00"
"154","RSK2","82","1","10.00"
"154","PDK1","79","5","10.00"
"154","PKB alpha ","86","10","10.00"
"154","PKB beta ","93","10","10.00"
"154","SGK1","83","6","10.00"
"154","S6K1","86","1","10.00"
"154","PKA","107","7","10.00"
"154","ROCK 2","61","9","10.00"
"154","PRK2","111","3","10.00"
"154","PKC alpha ","74","3","10.00"
"154","PKC zeta ","106","7","10.00"
"154","PKD1","32","2","10.00"
"154","MSK1","96","2","10.00"
"154","MNK1","7","0","10.00"
"154","MNK2","36","5","10.00"
"154","MAPKAP-K2 ","89","4","10.00"
"154","MAPKAP-K3","98","4","10.00"
"154","PRAK","88","12","10.00"
"154","CAMKK beta ","52","2","10.00"
"154","CAMK1","94","1","10.00"
"154","SmMLCK","14","0","10.00"
"154","PHK","23","3","10.00"
"154","CHK1","78","4","10.00"
"154","CHK2","23","0","10.00"
"154","GSK3 beta ","75","5","10.00"
"154","CDK2-Cyclin A","91","8","10.00"
"154","PLK1","74","10","10.00"
"154","Aurora B","46","5","10.00"
"154","AMPK","68","1","10.00"
"154","MARK3","61","0","10.00"
"154","BRSK2","41","3","10.00"
"154","MELK","55","0","10.00"
"154","CK1 delta ","65","11","10.00"
"154","CK2","90","2","10.00"
"154","DYRK1A","45","2","10.00"
"154","DYRK2","33","3","10.00"
"154","DYRK3","23","3","10.00"
"154","NEK2a","82","3","10.00"
"154","NEK6","100","1","10.00"
"154","IKK beta ","89","0","10.00"
"154","PIM1","40","5","10.00"
"154","PIM2","96","3","10.00"
"154","PIM3","29","4","10.00"
"154","SRPK1","98","2","10.00"
"154","MST2","35","0","10.00"
"154","EF2K","113","6","10.00"
"154","HIPK2","76","2","10.00"
"154","HIPK3","96","2","10.00"
"154","PAK4","87","6","10.00"
"154","PAK5","81","2","10.00"
"154","PAK6","98","1","10.00"
"154","Src","8","1","10.00"
"154","Lck","34","0","10.00"
"154","CSK","57","13","10.00"
"154","FGF-R1","44","5","10.00"
"154","IRR","78","0","10.00"
"154","EPH-A2","18","0","10.00"
"154","MST4","62","21","10.00"
"154","SYK","107","3","10.00"
"154","YES1","5","0","10.00"
"154","IGF-1R","95","7","10.00"
"154","VEGFR1","5","0","10.00"
"154","BTK","15","0","10.00"
"154","IR","81","2","10.00"
"154","EPH-B3","63","0","10.00"
"154","TBK1","40","7","10.00"
"154","IKK epsilon ","67","3","10.00"
"154","GCK","43","2","10.00"
"154","IRAK4","11","0","10.00"
"154","NUAK1","39","4","10.00"
"154","MLK1","24","0","10.00"
"154","MINK1","14","0","10.00"
"154","MLK3","75","14","10.00"
"154","LKB1","99","19","10.00"
"154","HER4","3","1","10.00"
"154","TTK","79","1","10.00"
"154","RIPK2","14","3","10.00"
"154","Aurora A","15","0","10.00"
"154","PAK2","85","0","10.00"
"154","BRSK1","40","2","10.00"
"154","HIPK1","120","59","10.00"
"154","MARK2","102","3","10.00"
"154","MARK4","79","4","10.00"
"154","MKK1","94","1","1.00"
"154","MKK2","84","7","1.00"
"154","MKK6","103","4","1.00"
