"CNumber","Kinase","Inhibition","Standard Deviation","Screen Conc"
"202","EPH-A2","98","5","1.00"
"202","EPH-A4","114","11","1.00"
"202","EPH-B1","108","11","1.00"
"202","EPH-B2","78","17","1.00"
"202","EPH-B3","101","10","1.00"
"202","EPH-B4","117","7","1.00"
"202","FGF-R1","63","5","1.00"
"202","HER4","95","1","1.00"
"202","IGF-1R","105","10","1.00"
"202","IR","100","15","1.00"
"202","IRR","118","7","1.00"
"202","TrkA","47","2","1.00"
"202","VEGFR1","74","11","1.00"
"202","MKK1","92","13","0.10"
"202","MKK2","106","0","0.10"
"202","MKK6","105","1","0.10"
"202","ERK1","105","12","0.10"
"202","ERK2","111","5","0.10"
"202","JNK1","93","4","0.10"
"202","JNK2","97","14","0.10"
"202","JNK3","110","4","0.10"
"202","p38 alpha MAPK","100","6","0.10"
"202","p38 beta MAPK","103","4","0.10"
"202","p38 gamma MAPK","88","5","0.10"
"202","p38 delta MAPK","88","6","0.10"
"202","ERK8","81","9","0.10"
"202","RSK1","73","1","0.10"
"202","RSK2","71","19","0.10"
"202","PDK1","75","4","0.10"
"202","PKB alpha ","90","3","0.10"
"202","PKB beta ","99","3","0.10"
"202","SGK1","81","1","0.10"
"202","S6K1","101","11","0.10"
"202","PKA","90","4","0.10"
"202","ROCK 2","91","11","0.10"
"202","PRK2","87","1","0.10"
"202","PKC alpha ","79","0","0.10"
"202","PKC gamma ","88","14","0.10"
"202","PKC zeta ","90","1","0.10"
"202","PKD1","82","3","0.10"
"202","STK33","80","11","0.10"
"202","MSK1","98","3","0.10"
"202","MNK1","89","2","0.10"
"202","MNK2","80","14","0.10"
"202","MAPKAP-K2 ","106","5","0.10"
"202","MAPKAP-K3","80","7","0.10"
"202","PRAK","104","9","0.10"
"202","CAMKK beta ","58","3","0.10"
"202","CAMK1","104","13","0.10"
"202","SmMLCK","87","8","0.10"
"202","PHK","78","3","0.10"
"202","DAPK1","84","4","0.10"
"202","CHK1","93","10","0.10"
"202","CHK2","105","7","0.10"
"202","GSK3 beta ","95","15","0.10"
"202","CDK2-Cyclin A","86","10","0.10"
"202","PLK1","89","1","0.10"
"202","Aurora A","87","4","0.10"
"202","Aurora B","80","11","0.10"
"202","TLK1","90","8","0.10"
"202","LKB1","109","4","0.10"
"202","AMPK","64","1","0.10"
"202","MARK1","16","4","0.10"
"202","MARK2","27","4","0.10"
"202","MARK3","15","12","0.10"
"202","MARK4","33","2","0.10"
"202","BRSK1","99","3","0.10"
"202","BRSK2","88","1","0.10"
"202","MELK","43","10","0.10"
"202","NUAK1","47","4","0.10"
"202","CK1 delta ","99","8","0.10"
"202","CK2","86","12","0.10"
"202","DYRK1A","99","2","0.10"
"202","DYRK2","92","14","0.10"
"202","DYRK3","91","16","0.10"
"202","NEK2a","107","11","0.10"
"202","NEK6","94","1","0.10"
"202","IKK beta ","115","2","0.10"
"202","IKK epsilon ","34","13","0.10"
"202","TBK1","12","1","0.10"
"202","PIM1","114","14","0.10"
"202","PIM2","94","5","0.10"
"202","PIM3","104","8","0.10"
"202","SRPK1","86","7","0.10"
"202","EF2K","98","4","0.10"
"202","EIF2AK3","92","1","0.10"
"202","HIPK1","96","11","0.10"
"202","HIPK2","95","7","0.10"
"202","HIPK3","91","6","0.10"
"202","CLK2","63","3","0.10"
"202","PAK2","101","12","0.10"
"202","PAK4","100","1","0.10"
"202","PAK5","95","0","0.10"
"202","PAK6","87","14","0.10"
"202","MST2","110","2","0.10"
"202","MST4","87","4","0.10"
"202","GCK","77","6","0.10"
"202","MINK1","123","15","0.10"
"202","MEKK1","115","6","0.10"
"202","MLK1","40","9","0.10"
"202","MLK3","54","1","0.10"
"202","TAO1","78","7","0.10"
"202","ASK1","105","3","0.10"
"202","TAK1","96","7","0.10"
"202","IRAK1","96","14","0.10"
"202","IRAK4","95","5","0.10"
"202","RIPK2","109","7","0.10"
"202","OSR1","83","8","0.10"
"202","TTK","94","11","0.10"
"202","MPSK1","117","24","0.10"
"202","Src","88","0","0.10"
"202","Lck","80","1","0.10"
"202","CSK","98","13","0.10"
"202","YES1","113","9","0.10"
"202","ABL","92","5","0.10"
"202","BTK","89","3","0.10"
"202","JAK2","41","2","0.10"
"202","SYK","109","2","0.10"
"202","ZAP70","92","3","0.10"
"202","TIE2","95","9","0.10"
"202","BRK","96","2","0.10"
"202","EPH-A2","95","1","0.10"
"202","EPH-A4","103","1","0.10"
"202","EPH-B1","107","4","0.10"
"202","EPH-B2","88","13","0.10"
"202","EPH-B3","110","13","0.10"
"202","EPH-B4","101","11","0.10"
"202","FGF-R1","83","12","0.10"
"202","HER4","90","3","0.10"
"202","IGF-1R","90","7","0.10"
"202","IR","97","9","0.10"
"202","IRR","107","1","0.10"
"202","TrkA","84","5","0.10"
"202","VEGFR1","87","9","0.10"
"209","MKK1","61","17","1.00"
"209","MKK2","69","4","1.00"
"209","MKK6","85","16","1.00"
"209","ERK1","116","1","1.00"
"209","ERK2","102","7","1.00"
"209","JNK1","91","11","1.00"
"209","JNK2","90","10","1.00"
"209","JNK3","79","12","1.00"
"209","p38 alpha MAPK","114","1","1.00"
"209","p38 beta MAPK","107","9","1.00"
"209","p38 gamma MAPK","80","3","1.00"
"209","p38 delta MAPK","90","8","1.00"
"209","ERK8","102","5","1.00"
"209","RSK1","65","8","1.00"
"209","RSK2","89","7","1.00"
"209","PDK1","92","10","1.00"
"209","PKB alpha ","104","7","1.00"
"209","PKB beta ","94","4","1.00"
"209","SGK1","100","11","1.00"
"209","S6K1","103","9","1.00"
"209","PKA","88","6","1.00"
"209","ROCK 2","97","5","1.00"
"209","PRK2","75","8","1.00"
"209","PKC alpha ","94","11","1.00"
"209","PKC gamma ","106","6","1.00"
"209","PKC zeta ","84","6","1.00"
"209","PKD1","86","14","1.00"
"209","STK33","88","7","1.00"
"209","MSK1","95","6","1.00"
"209","MNK1","98","13","1.00"
"209","MNK2","91","2","1.00"
"209","MAPKAP-K2 ","99","7","1.00"
"209","MAPKAP-K3","97","3","1.00"
"209","PRAK","98","10","1.00"
"209","CAMKK beta ","105","13","1.00"
"209","CAMK1","109","11","1.00"
"209","SmMLCK","106","11","1.00"
"209","PHK","92","3","1.00"
"209","DAPK1","95","3","1.00"
"209","CHK1","104","1","1.00"
"209","CHK2","89","10","1.00"
"209","GSK3 beta ","79","6","1.00"
"209","CDK2-Cyclin A","85","5","1.00"
"209","PLK1","103","2","1.00"
"209","Aurora A","96","0","1.00"
"209","Aurora B","89","1","1.00"
"209","TLK1","90","6","1.00"
"209","LKB1","105","18","1.00"
"209","AMPK","108","6","1.00"
"209","MARK1","86","6","1.00"
"209","MARK2","94","21","1.00"
"209","MARK3","86","11","1.00"
"209","MARK4","119","4","1.00"
"209","BRSK1","95","3","1.00"
"209","BRSK2","109","1","1.00"
"209","MELK","92","9","1.00"
"209","NUAK1","98","8","1.00"
"209","CK1 delta ","59","2","1.00"
"209","CK2","102","4","1.00"
"209","DYRK1A","81","9","1.00"
"209","DYRK2","90","5","1.00"
"209","DYRK3","91","6","1.00"
"209","NEK2a","96","1","1.00"
"209","NEK6","101","2","1.00"
"209","IKK beta ","82","29","1.00"
"209","IKK epsilon ","96","7","1.00"
"209","TBK1","102","3","1.00"
"209","PIM1","98","9","1.00"
"209","PIM2","108","0","1.00"
"209","PIM3","95","11","1.00"
"209","SRPK1","102","8","1.00"
"209","EF2K","84","3","1.00"
"209","EIF2AK3","104","9","1.00"
"209","HIPK1","92","8","1.00"
"209","HIPK2","105","4","1.00"
"209","HIPK3","96","13","1.00"
"209","CLK2","40","4","1.00"
"209","PAK2","104","6","1.00"
"209","PAK4","102","1","1.00"
"209","PAK5","91","9","1.00"
"209","PAK6","93","10","1.00"
"209","MST2","93","1","1.00"
"209","MST4","106","2","1.00"
"209","GCK","108","3","1.00"
"209","MINK1","120","1","1.00"
"209","MEKK1","91","4","1.00"
"209","MLK1","75","2","1.00"
"209","MLK3","87","8","1.00"
"209","TAO1","105","7","1.00"
"209","ASK1","11","0","1.00"
"209","TAK1","84","2","1.00"
"209","IRAK1","89","3","1.00"
"209","IRAK4","83","4","1.00"
"209","RIPK2","89","3","1.00"
"209","OSR1","92","7","1.00"
"209","TTK","96","13","1.00"
"209","MPSK1","83","6","1.00"
"209","Src","102","5","1.00"
"209","Lck","95","8","1.00"
"209","CSK","89","5","1.00"
"209","YES1","74","19","1.00"
"209","ABL","97","6","1.00"
"209","BTK","101","9","1.00"
"209","JAK2","100","1","1.00"
"209","SYK","104","32","1.00"
"209","ZAP70","84","14","1.00"
"209","TIE2","69","1","1.00"
"209","BRK","124","8","1.00"
"209","EPH-A2","100","9","1.00"
"209","EPH-A4","93","10","1.00"
"209","EPH-B1","94","1","1.00"
"209","EPH-B2","95","7","1.00"
"209","EPH-B3","99","7","1.00"
"209","EPH-B4","96","7","1.00"
"209","FGF-R1","101","17","1.00"
"209","HER4","88","3","1.00"
"209","IGF-1R","79","11","1.00"
"209","IR","100","13","1.00"
"209","IRR","94","5","1.00"
"209","TrkA","81","5","1.00"
"209","VEGFR1","108","8","1.00"
"209","MKK1","76","3","0.10"
"209","MKK2","90","16","0.10"
"209","MKK6","110","1","0.10"
"209","ERK1","127","18","0.10"
"209","ERK2","96","3","0.10"
"209","JNK1","93","1","0.10"
"209","JNK2","84","11","0.10"
"209","JNK3","88","1","0.10"
"209","p38 alpha MAPK","121","18","0.10"
"209","p38 beta MAPK","121","4","0.10"
"209","p38 gamma MAPK","102","12","0.10"
"209","p38 delta MAPK","90","5","0.10"
"209","ERK8","110","17","0.10"
"209","RSK1","102","4","0.10"
"209","RSK2","106","0","0.10"
"209","PDK1","91","10","0.10"
"209","PKB alpha ","95","17","0.10"
"209","PKB beta ","103","5","0.10"
"209","SGK1","146","55","0.10"
"209","S6K1","104","12","0.10"
"209","PKA","99","1","0.10"
"209","ROCK 2","106","14","0.10"
"209","PRK2","104","4","0.10"
"209","PKC alpha ","89","9","0.10"
"209","PKC gamma ","115","2","0.10"
"209","PKC zeta ","111","30","0.10"
"209","PKD1","103","12","0.10"
"209","STK33","106","12","0.10"
"209","MSK1","114","1","0.10"
"209","MNK1","99","8","0.10"
"209","MNK2","139","23","0.10"
"209","MAPKAP-K2 ","102","9","0.10"
"209","MAPKAP-K3","114","11","0.10"
"209","PRAK","112","4","0.10"
"209","CAMKK beta ","96","4","0.10"
"209","CAMK1","128","7","0.10"
"209","SmMLCK","93","5","0.10"
"209","PHK","115","0","0.10"
"209","DAPK1","95","10","0.10"
"209","CHK1","99","2","0.10"
"209","CHK2","114","16","0.10"
"209","GSK3 beta ","92","4","0.10"
"209","CDK2-Cyclin A","98","5","0.10"
"209","PLK1","128","12","0.10"
"209","Aurora A","128","3","0.10"
"209","Aurora B","103","15","0.10"
"209","TLK1","99","4","0.10"
"209","LKB1","132","8","0.10"
"209","AMPK","93","1","0.10"
"209","MARK1","90","4","0.10"
"209","MARK2","209","146","0.10"
"209","MARK3","87","17","0.10"
"209","MARK4","111","6","0.10"
"209","BRSK1","90","10","0.10"
"209","BRSK2","116","2","0.10"
"209","MELK","107","13","0.10"
"209","NUAK1","116","6","0.10"
"209","CK1 delta ","93","7","0.10"
"209","CK2","127","16","0.10"
"209","DYRK1A","92","7","0.10"
"209","DYRK2","92","4","0.10"
"209","DYRK3","119","15","0.10"
"209","NEK2a","97","10","0.10"
"209","NEK6","113","12","0.10"
"209","IKK beta ","217","95","0.10"
"209","IKK epsilon ","106","15","0.10"
"209","TBK1","101","5","0.10"
"209","PIM1","96","6","0.10"
"209","PIM2","109","15","0.10"
"209","PIM3","101","3","0.10"
"209","SRPK1","90","9","0.10"
"209","EF2K","118","16","0.10"
"209","EIF2AK3","117","10","0.10"
"209","HIPK1","96","14","0.10"
"209","HIPK2","116","1","0.10"
"209","HIPK3","102","16","0.10"
"209","CLK2","82","12","0.10"
"209","PAK2","126","3","0.10"
"209","PAK4","98","2","0.10"
"209","PAK5","114","2","0.10"
"209","PAK6","88","9","0.10"
"209","MST2","116","3","0.10"
"209","MST4","99","2","0.10"
"209","GCK","103","11","0.10"
"209","MINK1","113","18","0.10"
"209","MEKK1","108","7","0.10"
"209","MLK1","80","1","0.10"
"209","MLK3","104","7","0.10"
"209","TAO1","101","0","0.10"
"209","ASK1","54","7","0.10"
"209","TAK1","105","20","0.10"
"209","IRAK1","100","13","0.10"
"209","IRAK4","90","6","0.10"
"209","RIPK2","87","2","0.10"
"209","OSR1","114","5","0.10"
"209","TTK","99","14","0.10"
"209","MPSK1","96","15","0.10"
"209","Src","107","6","0.10"
"209","Lck","97","0","0.10"
"209","CSK","95","2","0.10"
"209","YES1","87","2","0.10"
"209","ABL","108","21","0.10"
"209","BTK","103","12","0.10"
"209","JAK2","100","16","0.10"
"209","SYK","99","11","0.10"
"209","ZAP70","77","16","0.10"
"209","TIE2","103","5","0.10"
"209","BRK","130","4","0.10"
"209","EPH-A2","93","6","0.10"
"209","EPH-A4","124","11","0.10"
"209","EPH-B1","120","10","0.10"
"209","EPH-B2","108","4","0.10"
"209","EPH-B3","95","7","0.10"
"209","EPH-B4","104","5","0.10"
"209","FGF-R1","105","9","0.10"
"209","HER4","88","9","0.10"
"209","IGF-1R","89","14","0.10"
"209","IR","115","30","0.10"
"209","IRR","104","9","0.10"
"209","TrkA","83","6","0.10"
"209","VEGFR1","88","2","0.10"
"209","MKK1","72","11","0.01"
"209","MKK2","90","12","0.01"
"209","MKK6","100","18","0.01"
"209","ERK1","120","13","0.01"
"209","ERK2","92","5","0.01"
"209","JNK1","87","11","0.01"
"209","JNK2","89","3","0.01"
"209","JNK3","85","14","0.01"
"209","p38 alpha MAPK","109","10","0.01"
"209","p38 beta MAPK","106","4","0.01"
"209","p38 gamma MAPK","71","0","0.01"
"209","p38 delta MAPK","102","1","0.01"
"209","ERK8","102","2","0.01"
"209","RSK1","99","12","0.01"
"209","RSK2","112","2","0.01"
"209","PDK1","99","4","0.01"
"209","PKB alpha ","97","9","0.01"
"209","PKB beta ","97","8","0.01"
"209","SGK1","103","1","0.01"
"209","S6K1","125","1","0.01"
"209","PKA","98","4","0.01"
"209","ROCK 2","105","1","0.01"
"209","PRK2","77","11","0.01"
"209","PKC alpha ","87","5","0.01"
"209","PKC gamma ","101","3","0.01"
"209","PKC zeta ","96","3","0.01"
"209","PKD1","91","7","0.01"
"209","STK33","97","2","0.01"
"209","MSK1","114","4","0.01"
"209","MNK1","94","10","0.01"
"209","MNK2","95","9","0.01"
"209","MAPKAP-K2 ","99","6","0.01"
"209","MAPKAP-K3","97","9","0.01"
"209","PRAK","97","15","0.01"
"209","CAMKK beta ","108","4","0.01"
"209","CAMK1","116","6","0.01"
"209","SmMLCK","96","5","0.01"
"209","PHK","104","11","0.01"
"209","DAPK1","112","6","0.01"
"209","CHK1","103","3","0.01"
"209","CHK2","93","8","0.01"
"209","GSK3 beta ","87","17","0.01"
"209","CDK2-Cyclin A","95","0","0.01"
"209","PLK1","104","8","0.01"
"209","Aurora A","108","13","0.01"
"209","Aurora B","93","11","0.01"
"209","TLK1","107","9","0.01"
"209","LKB1","107","1","0.01"
"209","AMPK","108","8","0.01"
"209","MARK1","93","1","0.01"
"209","MARK2","90","30","0.01"
"209","MARK3","83","12","0.01"
"209","MARK4","127","4","0.01"
"209","BRSK1","102","16","0.01"
"209","BRSK2","116","9","0.01"
"209","MELK","97","4","0.01"
"209","NUAK1","100","5","0.01"
"209","CK1 delta ","92","4","0.01"
"209","CK2","99","14","0.01"
"209","DYRK1A","94","5","0.01"
"209","DYRK2","104","11","0.01"
"209","DYRK3","92","5","0.01"
"209","NEK2a","97","12","0.01"
"209","NEK6","114","3","0.01"
"209","IKK beta ","79","12","0.01"
"209","IKK epsilon ","114","16","0.01"
"209","TBK1","99","0","0.01"
"209","PIM1","104","17","0.01"
"209","PIM2","106","3","0.01"
"209","PIM3","104","1","0.01"
"209","SRPK1","100","10","0.01"
"209","EF2K","99","0","0.01"
"209","EIF2AK3","109","15","0.01"
"209","HIPK1","96","15","0.01"
"209","HIPK2","100","4","0.01"
"209","HIPK3","101","9","0.01"
"209","CLK2","101","9","0.01"
"209","PAK2","110","7","0.01"
"209","PAK4","111","18","0.01"
"209","PAK5","97","6","0.01"
"209","PAK6","100","3","0.01"
"209","MST2","99","4","0.01"
"209","MST4","106","1","0.01"
"209","GCK","112","6","0.01"
"209","MINK1","125","2","0.01"
"209","MEKK1","97","8","0.01"
"209","MLK1","90","3","0.01"
"209","MLK3","88","3","0.01"
"209","TAO1","91","9","0.01"
"209","ASK1","98","9","0.01"
"209","TAK1","92","7","0.01"
"209","IRAK1","94","4","0.01"
"209","IRAK4","90","15","0.01"
"209","RIPK2","89","3","0.01"
"209","OSR1","83","11","0.01"
"209","TTK","93","9","0.01"
"209","MPSK1","82","7","0.01"
"209","Src","100","7","0.01"
"209","Lck","106","2","0.01"
"209","CSK","96","2","0.01"
"209","YES1","81","5","0.01"
"209","ABL","95","6","0.01"
"209","BTK","108","4","0.01"
"209","JAK2","114","8","0.01"
"209","SYK","107","15","0.01"
"209","ZAP70","76","19","0.01"
"209","TIE2","94","8","0.01"
"209","BRK","114","11","0.01"
"209","EPH-A2","95","0","0.01"
"209","EPH-A4","101","3","0.01"
"209","EPH-B1","106","2","0.01"
"209","EPH-B2","124","26","0.01"
"209","EPH-B3","99","14","0.01"
"209","EPH-B4","106","5","0.01"
"209","FGF-R1","111","6","0.01"
"209","HER4","106","2","0.01"
"209","IGF-1R","88","4","0.01"
"209","IR","107","11","0.01"
"209","IRR","91","8","0.01"
"209","TrkA","80","11","0.01"
"209","VEGFR1","109","7","0.01"
"80","MKK1","85","0","1.00"
"80","ERK1","88","20","1.00"
"80","ERK2","94","3","1.00"
"80","JNK1","85","1","1.00"
"80","JNK2","85","0","1.00"
"80","JNK3","99","5","1.00"
"80","p38 alpha MAPK","97","0","1.00"
"80","p38 beta MAPK","91","4","1.00"
"80","p38 gamma MAPK","111","3","1.00"
"80","p38 delta MAPK","96","4","1.00"
"80","ERK8","98","3","1.00"
"80","RSK1","80","1","1.00"
"80","RSK2","91","7","1.00"
"80","PDK1","90","11","1.00"
"80","PKB alpha ","96","3","1.00"
"80","PKB beta ","79","4","1.00"
"80","SGK1","99","15","1.00"
"80","S6K1","83","2","1.00"
"80","PKA","95","0","1.00"
"80","ROCK 2","96","3","1.00"
"80","PRK2","91","7","1.00"
"80","PKC alpha ","97","10","1.00"
"80","PKC zeta ","70","9","1.00"
"80","PKD1","89","8","1.00"
"80","MSK1","78","2","1.00"
"80","MNK1","86","2","1.00"
"80","MNK2","106","4","1.00"
"80","MAPKAP-K2 ","85","0","1.00"
"80","MAPKAP-K3","119","5","1.00"
"80","PRAK","88","1","1.00"
"80","CAMKK beta ","91","0","1.00"
"80","CAMK1","94","13","1.00"
"80","SmMLCK","83","0","1.00"
"80","PHK","103","5","1.00"
"80","CHK1","109","5","1.00"
"80","CHK2","92","1","1.00"
"80","GSK3 beta ","110","4","1.00"
"80","CDK2-Cyclin A","77","6","1.00"
"80","PLK1","81","7","1.00"
"80","Aurora B","104","5","1.00"
"80","AMPK","94","1","1.00"
"80","MARK3","94","0","1.00"
"80","BRSK2","91","9","1.00"
"80","MELK","88","6","1.00"
"80","CK1 delta ","94","1","1.00"
"80","CK2","95","3","1.00"
"80","DYRK1A","81","1","1.00"
"80","DYRK2","105","3","1.00"
"80","DYRK3","90","9","1.00"
"80","NEK2a","86","6","1.00"
"80","NEK6","89","10","1.00"
"80","IKK beta ","95","5","1.00"
"80","PIM1","87","3","1.00"
"80","PIM2","95","9","1.00"
"80","PIM3","88","2","1.00"
"80","SRPK1","93","8","1.00"
"80","MST2","94","7","1.00"
"80","EF2K","83","10","1.00"
"80","HIPK2","81","3","1.00"
"80","HIPK3","111","7","1.00"
"80","PAK4","95","0","1.00"
"80","PAK5","119","5","1.00"
"80","PAK6","93","10","1.00"
"80","Src","98","13","1.00"
"80","Lck","116","1","1.00"
"80","CSK","98","4","1.00"
"80","FGF-R1","93","12","1.00"
"80","IRR","81","7","1.00"
"80","EPH-A2","102","3","1.00"
"80","MST4","103","4","1.00"
"80","SYK","84","4","1.00"
"80","YES1","107","7","1.00"
"80","IGF-1R","86","6","1.00"
"80","VEGFR1","91","1","1.00"
"80","BTK","99","5","1.00"
"80","IR","88","7","1.00"
"80","EPH-B3","112","6","1.00"
"80","TBK1","87","3","1.00"
"80","IKK epsilon ","90","0","1.00"
"80","GCK","110","5","1.00"
"80","IRAK4","109","8","1.00"
"80","NUAK1","108","12","1.00"
"80","MLK1","100","3","1.00"
"80","MINK1","103","11","1.00"
"80","MLK3","109","1","1.00"
"80","LKB1","111","12","1.00"
"80","HER4","109","12","1.00"
"80","TTK","98","8","1.00"
"80","RIPK2","159","48","1.00"
"80","Aurora A","101","9","1.00"
"80","PAK2","102","1","1.00"
"80","BRSK1","101","3","1.00"
"80","HIPK1","91","2","1.00"
"80","MARK2","110","2","1.00"
"80","MARK4","98","10","1.00"
"80","MKK1","109","3","10.00"
"80","ERK1","93","17","10.00"
"80","ERK2","92","14","10.00"
"80","JNK1","79","14","10.00"
"80","JNK2","88","9","10.00"
"80","JNK3","110","8","10.00"
"80","p38 alpha MAPK","102","0","10.00"
"80","p38 beta MAPK","88","9","10.00"
"80","p38 gamma MAPK","101","2","10.00"
"80","p38 delta MAPK","102","1","10.00"
"80","ERK8","103","13","10.00"
"80","RSK1","92","2","10.00"
"80","RSK2","92","11","10.00"
"80","SGK1","98","3","10.00"
"80","S6K1","99","8","10.00"
"80","PKA","93","0","10.00"
"80","ROCK 2","97","7","10.00"
"80","PRK2","90","0","10.00"
"80","PKC alpha ","96","0","10.00"
"80","PKC zeta ","83","11","10.00"
"80","PKD1","86","5","10.00"
"80","MSK1","90","2","10.00"
"80","MNK1","78","5","10.00"
"80","MNK2","102","7","10.00"
"80","MAPKAP-K2 ","96","5","10.00"
"80","MAPKAP-K3","114","0","10.00"
"80","PRAK","87","6","10.00"
"80","CAMKK beta ","86","1","10.00"
"80","CAMK1","94","10","10.00"
"80","SmMLCK","81","0","10.00"
"80","PHK","97","7","10.00"
"80","CHK1","103","2","10.00"
"80","CHK2","86","5","10.00"
"80","GSK3 beta ","101","0","10.00"
"80","CDK2-Cyclin A","93","1","10.00"
"80","PLK1","88","0","10.00"
"80","Aurora B","106","0","10.00"
"80","AMPK","102","2","10.00"
"80","MARK3","98","0","10.00"
"80","BRSK2","85","1","10.00"
"80","MELK","89","2","10.00"
"80","CK1 delta ","101","5","10.00"
"80","CK2","87","6","10.00"
"80","DYRK1A","94","3","10.00"
"80","DYRK2","107","0","10.00"
"80","DYRK3","82","3","10.00"
"80","NEK2a","86","0","10.00"
"80","NEK6","119","0","10.00"
"80","IKK beta ","96","1","10.00"
"80","PIM1","94","1","10.00"
"80","PIM2","105","3","10.00"
"80","PIM3","85","8","10.00"
"80","SRPK1","89","10","10.00"
"80","MST2","104","3","10.00"
"80","EF2K","75","10","10.00"
"80","HIPK2","88","2","10.00"
"80","HIPK3","102","4","10.00"
"80","PAK4","97","6","10.00"
"80","PAK5","99","4","10.00"
"80","PAK6","99","3","10.00"
"80","Src","110","6","10.00"
"80","Lck","111","2","10.00"
"80","CSK","110","1","10.00"
"80","FGF-R1","100","2","10.00"
"80","IRR","87","1","10.00"
"80","EPH-A2","96","5","10.00"
"80","MST4","112","5","10.00"
"80","SYK","125","5","10.00"
"80","YES1","92","5","10.00"
"80","IGF-1R","120","5","10.00"
"80","VEGFR1","88","9","10.00"
"80","BTK","89","11","10.00"
"80","IR","106","12","10.00"
"80","EPH-B3","104","1","10.00"
"80","TBK1","96","0","10.00"
"80","IKK epsilon ","86","7","10.00"
"80","GCK","89","5","10.00"
"80","IRAK4","99","6","10.00"
"80","NUAK1","101","2","10.00"
"80","MLK1","96","5","10.00"
"80","MINK1","99","11","10.00"
"80","MLK3","109","5","10.00"
"80","LKB1","110","7","10.00"
"80","HER4","104","0","10.00"
"80","TTK","106","4","10.00"
"80","RIPK2","112","7","10.00"
"80","Aurora A","102","4","10.00"
"80","PAK2","94","1","10.00"
"80","BRSK1","103","4","10.00"
"80","HIPK1","91","5","10.00"
"80","MARK2","109","1","10.00"
"80","MARK4","96","6","10.00"
"80","PDK1","92","5","10.00"
"80","PKB beta ","68","7","10.00"
"80","PKB alpha ","91","4","10.00"
"81","MST2","102","6","10.00"
"81","PAK6","98","2","10.00"
"81","SRPK1","98","1","10.00"
"81","EF2K","85","8","10.00"
"81","MKK1","-2","2","1.00"
"81","ERK1","107","10","1.00"
"81","ERK2","80","14","1.00"
"81","JNK1","83","9","1.00"
"81","JNK2","91","9","1.00"
"81","p38 alpha MAPK","76","5","1.00"
"81","p38 beta MAPK","94","1","1.00"
"81","p38 gamma MAPK","103","5","1.00"
"81","p38 delta MAPK","94","2","1.00"
"81","ERK8","104","2","1.00"
"81","RSK1","80","9","1.00"
"81","RSK2","78","4","1.00"
"81","PDK1","86","2","1.00"
"81","PKB alpha ","87","5","1.00"
"81","PKB beta ","83","4","1.00"
"81","SGK1","87","5","1.00"
"81","S6K1","88","11","1.00"
"81","PKA","80","8","1.00"
"81","ROCK 2","83","8","1.00"
"81","PRK2","87","13","1.00"
"81","PKC alpha ","97","12","1.00"
"81","PKC zeta ","77","5","1.00"
"81","PKD1","78","5","1.00"
"81","MSK1","80","10","1.00"
"81","MNK1","85","3","1.00"
"81","MNK2","92","7","1.00"
"81","MAPKAP-K2 ","72","18","1.00"
"81","PRAK","89","5","1.00"
"81","CAMKK beta ","79","3","1.00"
"81","CAMK1","89","13","1.00"
"81","SmMLCK","70","1","1.00"
"81","PHK","95","5","1.00"
"81","CHK1","82","24","1.00"
"81","CHK2","82","10","1.00"
"81","GSK3 beta ","99","5","1.00"
"81","CDK2-Cyclin A","85","8","1.00"
"81","PLK1","97","0","1.00"
"81","Aurora B","100","7","1.00"
"81","AMPK","102","6","1.00"
"81","MARK3","92","0","1.00"
"81","BRSK2","79","4","1.00"
"81","MELK","84","10","1.00"
"81","CK1 delta ","105","6","1.00"
"81","CK2","83","12","1.00"
"81","DYRK1A","85","9","1.00"
"81","DYRK2","82","4","1.00"
"81","DYRK3","78","1","1.00"
"81","NEK2a","87","3","1.00"
"81","NEK6","83","2","1.00"
"81","IKK beta ","203","138","1.00"
"81","IKK epsilon ","84","11","1.00"
"81","TBK1","106","4","1.00"
"81","PIM1","89","0","1.00"
"81","PIM2","97","13","1.00"
"81","PIM3","90","7","1.00"
"81","SRPK1","100","5","1.00"
"81","EF2K","75","0","1.00"
"81","HIPK2","82","24","1.00"
"81","PAK4","103","7","1.00"
"81","PAK5","97","5","1.00"
"81","PAK6","87","0","1.00"
"81","MST2","99","8","1.00"
"81","MST4","126","19","1.00"
"81","Src","94","6","1.00"
"81","Lck","74","8","1.00"
"81","CSK","101","13","1.00"
"81","YES1","85","2","1.00"
"81","BTK","84","3","1.00"
"81","SYK","92","5","1.00"
"81","EPH-A2","94","0","1.00"
"81","EPH-B3","81","1","1.00"
"81","FGF-R1","83","8","1.00"
"81","IGF-1R","113","4","1.00"
"81","IR","96","11","1.00"
"81","IRR","83","0","1.00"
"81","VEGFR1","89","7","1.00"
"81","MKK1","2","1","10.00"
"81","ERK1","82","14","10.00"
"81","ERK2","88","6","10.00"
"81","JNK1","107","9","10.00"
"81","JNK2","95","10","10.00"
"81","p38 alpha MAPK","82","7","10.00"
"81","p38 beta MAPK","95","4","10.00"
"81","p38 gamma MAPK","96","2","10.00"
"81","p38 delta MAPK","98","5","10.00"
"81","ERK8","94","11","10.00"
"81","RSK1","91","8","10.00"
"81","RSK2","100","1","10.00"
"81","PDK1","92","4","10.00"
"81","PKB alpha ","90","8","10.00"
"81","PKB beta ","97","8","10.00"
